"url","creation-date","id",,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/%D8%AF%D8%B9%D8%A7%D8%A1-%D8%A7%D9%84%D9%83%D8%B1%D8%A8-%D9%88%D8%A7%D9%84%D8%AD%D8%B2%D9%86-%D9","05-05-2013",221,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/chat/deluser.php3?L=norwegian","29-07-2003",222,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/special.html","26-03-2012",223,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/index-78.html","16-02-2009",224,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission","06-01-2012",225,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/latest-responses.html","31-05-2016",226,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/index-87.html","13-10-2009",227,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission/chaabi.html","11-03-2012",228,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4119248","07-04-2011",229,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4277074","28-03-2011",230,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4024323","26-10-2010",231,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4224368","29-02-2011",232,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4098009","12-12-2011",233,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4648222","01-10-2011",234,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4198545","14-02-2011",235,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Aide-et-astuces-68/smileys","16-02-2007",236,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4077923","29-11-2010",237,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4806573","06-01-2012",238,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/rss/65","01-12-2010",239,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/lecteur/1?site=jdidsoft","28-08-2012",240,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/rss/66","01-12-2010",241,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/53/list.html","26-10-2015",242,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3249945","02-07-2009",243,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/2826336","24-10-2008",244,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-sportives-51/mods","10-02-2007",245,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/rss/68","01-12-2010",246,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4290984","07-04-2011",247,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3370964","29-08-2009",248,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3772628","05-04-2010",249,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4196104","13-02-2011",250,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4380003","21-05-2011",251,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3271265","14-07-2009",252,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4167956","24-01-2011",253,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission/ramadan.html","29-07-2012",254,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3957145","09-09-2010",255,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/2146900","22-09-2007",256,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4730475","21-11-2011",257,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4058555","17-11-2010",258,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Ramadan---ftes-religieuses-43","20-05-2007",259,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4805282","06-01-2012",260,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/","04-01-2007",261,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4862143","12-02-2012",262,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission/reggadiates.html","10-03-2012",263,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4021663","24-10-2010",264,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3030636","28-02-2009",265,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4135189","04-01-2011",266,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3909510","01-08-2010",267,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/list.html","22-04-2016",268,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Marruecos--Foro-en-espaol-75","20-05-2007",269,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/2928287","02-01-2009",270,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/sondages/show/501","10-03-2012",271,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/sondages/show/500","10-03-2012",272,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3929463","18-08-2010",273,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/javascript/66","05-04-2010",274,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3205508","02-06-2009",275,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/98/list.html","15-09-2015",276,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4630643","23-09-2011",277,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4292237","08-04-2011",278,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission/arabesque.html","10-03-2012",279,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3395190","12-09-2009",280,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4058839","18-11-2010",281,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3948444","03-09-2010",282,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/list.html","04-02-2016",283,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4687259","26-10-2011",284,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3787500","15-04-2010",285,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4047209","10-11-2010",286,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3993614","04-10-2010",287,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Aide-et-astuces-68/","04-01-2007",288,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Etudes-stages--emplois-57","16-05-2007",289,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4161216","21-01-2011",290,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3938641","25-08-2010",291,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Amour-et-sentiments-3","16-05-2007",292,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4576971","27-08-2011",293,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4028974","29-10-2010",294,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4608143","12-09-2011",295,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission/sahraouie.html","11-03-2012",296,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4816813","13-01-2012",297,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3904110","29-07-2010",298,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4207180","19-02-2011",299,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Aide-et-astuces-68","20-05-2007",300,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Vacances-au-Maroc-Transport-hbergement-resto-46","16-05-2007",301,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4292736","08-04-2011",302,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/1861005","27-04-2007",303,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Actualits-Marocaines-2","16-05-2007",304,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3938445","25-08-2010",305,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4535199","08-08-2011",306,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4013727","17-10-2010",307,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3950243","04-09-2010",308,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4146447","12-01-2011",309,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission/jabaliya.html","13-03-2012",310,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4297172","11-04-2011",311,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Morocco--English-board-44","20-05-2007",312,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3242864","28-06-2009",313,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4203116","17-02-2011",314,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Mdia-cin-tl-65","20-05-2007",315,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Islam-4","16-05-2007",316,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/2984628","26-01-2009",317,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4199338","15-02-2011",318,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3971136","20-09-2010",319,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4199330","15-02-2011",320,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/1","05-01-2012",321,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3961599","13-09-2010",322,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/rss/1","01-12-2010",323,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4118614","02-01-2011",324,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4209403","20-02-2011",325,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4406544","06-06-2011",326,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Mdia-cin-tl-65","16-05-2007",327,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4186612","07-02-2011",328,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Halka--Blagues-jeux-pomes-7","20-05-2007",329,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4016415","20-10-2010",330,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Formalits-administratives-8","20-05-2007",331,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4343540","05-05-2011",332,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4173885","28-01-2011",333,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4185409","07-02-2011",334,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4406975","06-06-2011",335,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/mag/index/18","10-03-2012",336,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/mag/index/19","10-03-2012",337,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/mag/index/13","06-01-2012",338,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/mag/index/17","02-01-2012",339,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/mag/index/14","10-03-2012",340,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/mag/index/15","01-01-2012",341,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission/tamazighte.html","13-03-2012",342,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4209835","20-02-2011",343,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/4","05-01-2012",344,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4186685","07-02-2011",345,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4628798","22-09-2011",346,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4199808","15-02-2011",347,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3199021","29-05-2009",348,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4885968","26-02-2012",349,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4184043","06-02-2011",350,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4128149","01-01-2011",351,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/88/list.html","24-06-2016",352,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Sant-mode-beaut-53","16-05-2007",353,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/index/71","16-02-2013",354,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3166885","12-05-2009",355,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3353723","18-08-2009",356,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Solidarit-et-monde-associatif-9","16-05-2007",357,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4179353","03-02-2011",358,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/javascript/54","04-04-2010",359,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4781750","01-01-2012",360,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/javascript/57","05-04-2010",361,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Gnral-1","16-05-2007",362,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4125973","01-01-2011",363,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3904510","29-07-2010",364,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3828157","16-05-2010",365,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4253434","15-03-2011",366,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4448395","28-06-2011",367,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3182813","19-05-2009",368,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Musique-5","16-05-2007",369,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Sant-mode-beaut-53","20-05-2007",370,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4672620","17-10-2011",371,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4126594","01-01-2011",372,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Aide-et-astuces-68","16-05-2007",373,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4154863","17-01-2011",374,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4328319","29-04-2011",375,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Sports-et-loisirs-51","20-05-2007",376,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4059609","18-11-2010",377,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3312036","01-08-2009",378,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/113925","07-07-2004",379,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4036987","04-11-2010",380,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4360702","13-05-2011",381,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4366206","15-05-2011",382,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3997189","06-10-2010",383,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4808171","07-01-2012",384,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission/nayda.html","10-03-2012",385,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Aide-et-astuces-68/Islam-4","19-04-2007",386,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Mariage-et-festivits-77","20-05-2007",387,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/javascript/4","04-04-2010",388,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/javascript/2","05-04-2010",389,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/javascript/3","04-04-2010",390,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/javascript/1","04-04-2010",391,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4055672","16-11-2010",392,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4146484","12-01-2011",393,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4183686","06-02-2011",394,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4628827","22-09-2011",395,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/index/87","15-07-2010",396,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/radio/emission","04-01-2012",397,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3937607","24-08-2010",398,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4016971","20-10-2010",399,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/emission/alhambra.html","13-03-2012",400,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4648800","01-10-2011",401,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4215937","24-02-2011",402,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4235282","04-03-2011",403,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4427408","17-06-2011",404,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3362598","24-08-2009",405,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3931045","19-08-2010",406,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/97/list.html","05-10-2015",407,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4799353","02-01-2012",408,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4121269","27-12-2011",409,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4057154","17-11-2010",410,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/2/4205064","18-02-2011",411,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3951812","05-09-2010",412,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4364914","15-05-2011",413,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4188447","08-02-2011",414,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4314504","21-04-2011",415,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4122033","01-01-2011",416,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4377836","21-05-2011",417,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4835617","26-01-2012",418,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4632859","24-09-2011",419,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4813908","11-01-2012",420,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3126769","24-04-2009",421,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4202067","16-02-2011",422,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Vie-de-famille-et-socit-70","16-05-2007",423,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4074463","28-11-2010",424,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3606112","29-12-2010",425,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4519971","31-07-2011",426,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3158831","08-05-2009",427,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/5984502","09-01-2014",428,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3585127","19-12-2010",429,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Opportunits-daffaires-10","20-05-2007",430,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4170732","26-01-2011",431,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Amour-et-sentiments-3/Actualits-Marocaines-2","20-05-2007",432,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Maison-bricolage-jardin-72","16-05-2007",433,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/sondages/show/499","10-03-2012",434,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4124603","29-12-2011",435,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/2916141","03-08-2009",436,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4615949","15-09-2011",437,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4124186","01-01-2011",438,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4147270","12-01-2011",439,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4149387","13-01-2011",440,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3817823","08-05-2010",441,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3294303","26-07-2009",442,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/18","07-01-2012",443,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/19","07-02-2012",444,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/10","01-01-2012",445,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/12","07-02-2012",446,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/13","01-01-2012",447,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/14","02-01-2012",448,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-Marocaines-2/Chhiwates--Cuisine-et-gastronomie-54","16-05-2007",449,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/16","06-01-2012",450,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/17","02-01-2012",451,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3625875","09-01-2010",452,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4166773","24-01-2011",453,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4362848","14-05-2011",454,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4664327","12-10-2011",455,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4037709","04-11-2010",456,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/11","07-02-2012",457,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/Actualits-sportives-51/","04-01-2007",458,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/2697854","08-08-2008",459,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4213222","22-02-2011",460,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/1916165","19-05-2007",461,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/4177155","02-02-2011",462,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/radio/index/15","04-02-2012",463,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3781264","11-04-2010",464,,,,,,,,,,,,,,,,,,,,,,,,,,,
"yabiladi.com/forum/1/3576313","14-12-2010",465,,,,,,,,,,,,,,,,,,,,,,,,,,,
